 ,X_(px),Y_(px),Frame_Number,X_(nm),X_loc_error(nm),Y_(nm),Y_loc_error(nm),Z_(nm),Z_loc_error(nm),Amplitude_fit,Amp_error,BGfit,BGfit_error,SD_X_(nm),SD_X_error(nm),SD_Y_(nm),SD_Y_error(nm),False_positive,IntegratedInt,SNR,R2_fit,Iterations_fit,Track_ID,Particle_ID,Track_Length,Reverse_numbering
11077,205.14,20.05,773,13128.99,12.83,1282.95,14.28,0,0,64.05,5.27,132.16,1.44,120.30,11.31,133.79,12.58,0,1446.80,2.71,0.28,3,2474,1,3,3
11078,204.26,19.82,775,13072.75,17.97,1268.54,17.81,0,0,46.40,4.67,134.21,1.40,138.00,15.92,136.74,15.79,0,1662.77,2.25,0.19,3,2474,2,3,2
11079,204.55,19.62,777,13091.50,9.67,1255.65,10.59,0,0,83.77,5.58,131.31,1.39,111.80,8.49,122.37,9.29,0,1711.77,4.18,0.38,3,2474,3,3,1
11080,237.76,209.98,773,15216.65,19.38,13438.70,18.73,0,0,49.64,6.53,135.07,1.54,113.28,16.96,109.44,16.39,0,1232.18,1.94,0.14,4,2475,1,1,1
11081,484.01,470.40,773,30976.56,20.39,30105.88,15.42,0,0,54.81,5.54,136.01,1.63,155.79,18.10,118.01,13.66,0,2243.14,2.80,0.20,3,2476,1,2,2
11082,475.28,473.45,774,30417.91,10.27,30300.65,12.04,0,0,80.21,5.43,130.76,1.48,116.98,9.05,137.17,10.61,0,2278.05,3.22,0.36,3,2476,2,2,1
11083,95.51,99.27,774,6112.71,9.77,6353.03,11.92,0,0,74.20,4.62,126.44,1.34,121.28,8.64,147.79,10.57,0,1666.45,3.58,0.39,4,2477,1,3,3
11084,101.80,103.35,777,6514.93,12.78,6614.19,16.23,0,0,73.84,5.88,130.51,1.80,124.26,11.35,157.53,14.42,0,2508.38,3.12,0.28,4,2477,2,3,2
11085,94.99,98.07,779,6079.51,8.61,6276.59,8.27,0,0,99.39,4.99,125.79,1.40,132.39,7.60,127.22,7.30,0,1564.95,3.79,0.50,3,2477,3,3,1
11086,277.17,355.62,774,17738.69,20.75,22759.85,16.49,0,0,44.97,5.43,132.05,1.36,132.27,18.21,105.12,14.48,0,837.59,1.88,0.16,3,2478,1,2,2
11087,279.40,347.74,775,17881.63,21.07,22255.28,19.73,0,0,43.62,5.31,137.02,1.48,133.59,18.58,125.13,17.41,0,1790.30,2.12,0.15,2,2478,2,2,1
11088,384.12,426.05,774,24583.92,22.09,27267.25,16.74,0,0,44.95,5.39,134.66,1.43,141.92,19.44,107.60,14.74,0,2819.86,2.59,0.16,4,2479,1,1,1
11089,96.97,445.01,775,6206.40,5.40,28480.90,6.99,0,0,170.09,7.37,126.75,1.69,95.76,4.72,124.01,6.11,0,3649.34,9.08,0.60,3,2480,1,19,19
11090,96.80,445.31,776,6195.06,6.61,28499.88,6.79,0,0,145.61,6.46,127.95,1.60,114.73,5.80,117.74,5.95,0,3364.12,6.91,0.58,3,2480,2,19,18
11091,96.95,445.18,778,6205.10,4.98,28491.47,4.73,0,0,188.16,7.46,132.78,1.45,96.46,4.33,91.66,4.11,0,2920.66,8.60,0.66,4,2480,3,19,17
11092,97.30,445.21,779,6227.10,5.79,28493.27,5.27,0,0,168.14,6.71,128.53,1.50,111.46,5.05,101.55,4.61,0,3304.75,7.23,0.64,3,2480,4,19,16
11093,97.10,445.57,780,6214.71,7.49,28516.34,6.61,0,0,140.32,6.56,127.13,1.61,123.28,6.57,108.84,5.80,0,2882.45,7.17,0.56,3,2480,5,19,15
11094,96.89,445.32,781,6200.78,4.63,28500.41,4.38,0,0,211.30,7.58,129.03,1.51,99.07,4.03,93.68,3.81,0,3708.29,13.80,0.70,3,2480,6,19,14
11095,97.18,445.25,782,6219.80,6.44,28496.25,5.70,0,0,174.43,7.68,128.55,1.70,112.41,5.63,99.37,4.97,0,2753.07,8.99,0.60,4,2480,7,19,13
11096,97.15,445.24,784,6217.79,5.11,28495.21,5.04,0,0,178.17,7.18,129.33,1.44,97.39,4.45,95.95,4.38,0,2638.16,7.67,0.65,4,2480,8,19,12
11097,97.03,445.34,785,6209.99,5.08,28501.47,5.27,0,0,171.38,6.34,128.57,1.43,105.50,4.44,109.55,4.61,0,3673.20,9.81,0.68,3,2480,9,19,11
11098,97.22,445.13,786,6222.36,4.05,28488.03,3.72,0,0,227.30,7.16,126.53,1.40,98.68,3.52,90.71,3.24,0,2562.18,10.58,0.75,4,2480,10,19,10
11099,97.20,444.79,787,6220.81,4.79,28466.76,5.18,0,0,176.32,6.76,130.00,1.41,95.95,4.17,103.74,4.51,0,3563.20,8.08,0.67,3,2480,11,19,9
11100,97.28,445.55,789,6225.70,5.73,28515.17,4.50,0,0,189.13,6.81,130.08,1.55,122.51,5.01,96.11,3.93,0,4149.84,9.01,0.69,3,2480,12,19,8
11101,97.14,445.51,792,6216.97,4.42,28512.71,4.83,0,0,185.75,6.47,131.18,1.38,97.42,3.85,106.43,4.21,0,3336.50,8.68,0.71,4,2480,13,19,7
11102,97.07,445.49,793,6212.63,6.31,28511.65,5.23,0,0,152.20,6.59,129.21,1.40,112.01,5.50,92.90,4.56,0,2116.95,6.04,0.61,3,2480,14,19,6
11103,96.98,445.15,794,6206.62,4.04,28489.47,4.44,0,0,214.89,7.12,126.69,1.45,93.57,3.52,102.95,3.87,0,2938.39,10.42,0.73,3,2480,15,19,5
11104,97.04,445.39,795,6210.85,5.15,28504.69,5.12,0,0,173.87,6.44,128.73,1.44,106.85,4.50,106.14,4.47,0,2967.95,8.92,0.68,3,2480,16,19,4
11105,97.03,445.29,796,6210.08,5.45,28498.42,5.60,0,0,163.23,6.74,127.81,1.45,101.37,4.75,104.06,4.88,0,3225.70,8.98,0.63,3,2480,17,19,3
11106,96.86,445.06,798,6199.07,4.67,28483.72,4.89,0,0,188.84,7.01,126.79,1.44,96.61,4.06,101.27,4.26,0,2798.86,8.57,0.68,3,2480,18,19,2
11107,96.85,445.32,800,6198.13,5.08,28500.31,4.93,0,0,205.62,7.61,130.08,1.65,105.53,4.44,102.24,4.30,0,3913.62,10.26,0.68,3,2480,19,19,1
11108,131.48,346.83,775,8415.01,12.44,22197.33,14.14,0,0,65.05,5.32,135.36,1.43,117.16,10.95,133.18,12.45,0,2686.45,3.18,0.28,3,2481,1,1,1
11109,234.61,16.42,775,15015.15,9.91,1050.92,11.12,0,0,100.42,5.41,128.18,1.81,142.63,8.85,159.84,9.95,0,3071.18,4.11,0.43,3,2482,1,2,2
11110,236.31,12.42,776,15123.72,9.77,794.89,12.26,0,0,88.32,6.81,138.79,1.57,97.42,8.55,122.24,10.72,0,2777.11,3.52,0.32,3,2482,2,2,1
11111,50.43,175.14,776,3227.34,8.98,11208.96,7.61,0,0,110.44,5.78,131.03,1.50,132.19,7.90,111.93,6.69,0,3929.39,5.91,0.49,3,2483,1,2,2
11112,51.35,170.02,777,3286.45,11.35,10881.34,16.03,0,0,70.55,5.72,130.70,1.58,108.09,10.01,152.47,14.16,0,2424.20,3.77,0.28,3,2483,2,2,1
11113,214.93,69.07,776,13755.77,18.25,4420.34,12.60,0,0,61.46,5.50,133.63,1.55,157.18,16.18,108.71,11.13,0,2640.61,3.64,0.24,4,2484,1,2,2
11114,217.38,73.75,778,13912.24,12.10,4720.32,11.45,0,0,74.49,4.42,125.43,1.52,158.40,10.84,149.99,10.25,0,2780.00,3.61,0.38,3,2484,2,2,1
11115,319.81,487.29,776,20468.09,11.96,31186.35,13.76,0,0,70.97,6.72,134.31,1.46,97.09,10.43,111.76,12.01,0,1269.12,2.56,0.25,3,2485,1,1,1
11116,417.45,191.72,776,26716.90,10.36,12270.38,14.17,0,0,73.51,5.69,129.45,1.46,103.08,9.11,140.93,12.44,0,2149.96,3.70,0.31,3,2486,1,3,3
11117,422.84,191.39,778,27061.56,10.40,12248.76,7.71,0,0,106.25,5.93,128.43,1.57,143.55,9.15,106.43,6.79,0,2306.79,5.68,0.46,3,2486,2,3,2
11118,419.76,191.42,779,26864.87,8.21,12251.13,10.88,0,0,97.79,5.20,126.20,1.56,119.27,7.28,157.94,9.66,0,2491.86,5.14,0.46,3,2486,3,3,1
11119,436.60,122.71,776,27942.09,24.67,7853.64,21.36,0,0,33.52,5.21,123.67,1.25,122.13,21.60,105.76,18.71,0,-435.29,1.59,0.11,3,2487,1,1,1
11120,15.80,16.77,777,1011.07,14.31,1073.13,14.52,0,0,56.66,4.97,133.69,1.36,125.89,12.61,127.73,12.79,0,1181.88,3.29,0.25,2,2488,1,1,1
11121,76.86,245.69,777,4918.89,12.06,15724.44,12.06,0,0,71.22,4.47,132.92,1.47,149.03,10.76,148.91,10.78,0,1794.45,3.34,0.36,4,2489,1,6,6
11122,76.65,246.79,780,4905.88,17.39,15794.41,18.45,0,0,48.40,4.30,129.65,1.49,151.78,15.63,160.86,16.62,0,1881.11,2.63,0.22,5,2489,2,6,5
11123,71.15,241.71,783,4553.40,14.06,15469.30,11.09,0,0,74.20,6.00,136.05,1.52,134.00,12.34,105.66,9.74,0,2471.04,3.59,0.29,3,2489,3,6,4
11124,70.64,237.72,785,4521.18,6.56,15213.78,8.78,0,0,115.41,5.78,135.95,1.43,100.89,5.76,135.00,7.70,0,2147.11,4.99,0.52,3,2489,4,6,3
11125,72.95,234.27,786,4668.74,11.90,14993.32,13.02,0,0,84.40,5.32,128.38,1.81,146.66,10.65,160.25,11.67,0,3379.54,4.67,0.35,3,2489,5,6,2
11126,75.37,221.20,788,4823.66,11.43,14156.93,11.29,0,0,82.53,6.53,141.63,1.52,111.12,9.99,109.83,9.88,0,3795.66,4.26,0.31,3,2489,6,6,1
11127,108.50,247.47,777,6944.10,10.56,15838.33,7.65,0,0,90.82,5.76,133.53,1.32,128.06,9.23,92.80,6.69,0,2321.36,3.91,0.42,3,2490,1,16,16
11128,108.92,247.99,779,6971.18,7.17,15871.45,6.80,0,0,126.89,6.44,130.81,1.43,108.46,6.26,102.92,5.94,0,1812.30,5.70,0.53,3,2490,2,16,15
11129,108.21,247.85,780,6925.33,10.58,15862.28,8.97,0,0,83.96,5.02,132.07,1.36,136.33,9.31,115.56,7.90,0,2569.93,3.99,0.42,3,2490,3,16,14
11130,108.14,247.87,781,6920.67,8.50,15863.48,8.14,0,0,118.48,6.52,131.12,1.61,118.79,7.45,113.74,7.14,0,3456.54,5.85,0.48,3,2490,4,16,13
11131,108.50,248.28,782,6944.29,7.04,15890.20,7.74,0,0,119.00,6.95,133.49,1.40,92.49,6.13,101.70,6.74,0,2227.50,5.92,0.47,3,2490,5,16,12
11132,108.31,248.28,783,6931.72,9.18,15890.15,7.82,0,0,105.56,5.97,130.40,1.46,124.95,8.05,106.35,6.85,0,1628.50,4.50,0.46,3,2490,6,16,11
11133,108.17,247.75,784,6922.63,11.02,15855.87,11.63,0,0,82.12,5.33,130.94,1.56,131.08,9.75,138.36,10.29,0,2964.20,4.57,0.37,3,2490,7,16,10
11134,107.69,248.05,787,6892.22,9.24,15874.99,8.10,0,0,96.07,6.58,133.55,1.32,103.54,8.04,90.84,7.05,0,2865.32,4.44,0.39,4,2490,8,16,9
11135,108.49,248.59,788,6943.21,8.69,15909.77,10.00,0,0,104.19,6.78,133.12,1.58,102.67,7.60,118.24,8.75,0,2117.64,4.75,0.40,4,2490,9,16,8
11136,107.92,247.79,789,6907.15,8.87,15858.36,7.15,0,0,108.55,6.03,132.04,1.40,122.86,7.76,99.10,6.26,0,2752.27,4.92,0.48,3,2490,10,16,7
11137,108.12,248.17,790,6919.79,8.66,15882.57,6.74,0,0,112.10,5.26,129.03,1.42,142.33,7.63,110.77,5.94,0,2893.09,5.76,0.54,3,2490,11,16,6
11138,108.63,248.39,791,6952.29,10.64,15897.15,9.35,0,0,94.98,6.80,132.69,1.53,114.25,9.30,100.37,8.17,0,1665.79,4.54,0.36,4,2490,12,16,5
11139,108.28,248.01,792,6930.11,7.67,15872.54,8.27,0,0,116.11,7.55,135.45,1.47,90.51,6.67,97.59,7.19,0,3228.36,6.12,0.42,4,2490,13,16,4
11140,108.29,248.33,793,6930.41,9.14,15892.81,7.81,0,0,97.50,5.68,133.59,1.34,120.73,8.00,103.13,6.83,0,2663.11,4.66,0.46,4,2490,14,16,3
11141,108.27,248.29,794,6929.02,8.57,15890.31,9.14,0,0,99.79,5.62,129.26,1.46,117.22,7.53,125.01,8.03,0,2070.73,5.06,0.46,3,2490,15,16,2
11142,108.42,248.20,795,6938.88,10.68,15884.80,10.89,0,0,83.60,6.33,136.61,1.46,108.47,9.34,110.65,9.53,0,2893.34,4.56,0.33,4,2490,16,16,1
11143,216.49,396.35,777,13855.35,11.00,25366.16,8.84,0,0,87.54,5.68,134.10,1.41,130.50,9.64,104.94,7.76,0,2402.25,4.23,0.39,3,2491,1,4,4
11144,217.43,400.07,778,13915.73,13.97,25604.35,14.40,0,0,67.64,6.45,131.09,1.57,112.69,12.24,116.18,12.62,0,585.38,2.87,0.23,3,2491,2,4,3
11145,216.42,404.71,779,13851.05,5.84,25901.39,6.50,0,0,163.79,7.11,127.97,1.63,103.44,5.10,115.17,5.68,0,2665.00,7.42,0.60,4,2491,3,4,2
11146,221.18,398.36,781,14155.71,8.25,25495.06,6.72,0,0,117.59,4.87,123.33,1.48,153.77,7.32,125.41,5.96,0,2244.52,5.05,0.58,3,2491,4,4,1
11147,349.79,488.52,777,22386.55,5.18,31265.04,4.49,0,0,200.17,7.41,127.59,1.54,107.39,4.51,93.21,3.91,0,1739.62,7.20,0.68,3,2492,1,18,18
11148,349.79,488.41,778,22386.34,4.43,31257.95,4.31,0,0,215.79,7.23,126.37,1.51,101.66,3.86,98.76,3.75,0,3338.43,11.38,0.73,3,2492,2,18,17
11149,349.58,488.49,779,22372.88,3.70,31263.56,3.77,0,0,227.31,7.15,132.35,1.35,90.40,3.22,92.10,3.28,0,3891.12,9.81,0.76,4,2492,3,18,16
11150,349.72,488.62,781,22381.78,4.11,31271.88,4.52,0,0,213.78,6.98,128.30,1.48,96.71,3.58,106.41,3.94,0,3464.34,10.41,0.73,3,2492,4,18,15
11151,349.66,488.61,782,22378.51,5.66,31271.17,5.11,0,0,169.75,6.89,128.82,1.46,107.15,4.94,96.69,4.46,0,2610.36,8.75,0.64,3,2492,5,18,14
11152,349.77,488.52,783,22385.01,4.49,31265.41,5.62,0,0,200.83,7.72,125.50,1.61,89.63,3.91,112.29,4.90,0,4130.34,12.76,0.67,4,2492,6,18,13
11153,349.68,488.62,785,22379.49,5.28,31271.76,6.39,0,0,148.50,6.27,123.95,1.39,95.99,4.61,116.30,5.58,0,1785.57,7.58,0.62,3,2492,7,18,12
11154,349.91,488.28,786,22394.41,5.29,31250.10,4.70,0,0,192.85,6.88,125.04,1.55,113.97,4.62,101.16,4.10,0,3638.20,10.01,0.69,3,2492,8,18,11
11155,349.72,488.28,789,22382.15,3.74,31249.63,4.04,0,0,212.75,6.71,129.12,1.31,90.94,3.25,98.24,3.51,0,2088.82,9.90,0.75,3,2492,9,18,10
11156,349.53,488.40,792,22369.89,3.82,31257.76,4.00,0,0,216.63,6.61,123.64,1.35,96.06,3.33,100.64,3.48,0,2468.66,12.51,0.76,3,2492,10,18,9
11157,349.55,488.30,793,22371.02,3.50,31251.11,3.46,0,0,226.04,6.52,127.00,1.25,93.10,3.04,92.17,3.01,0,2904.82,12.37,0.79,4,2492,11,18,8
11158,349.69,488.79,794,22379.95,3.60,31282.60,3.83,0,0,218.25,6.27,125.89,1.30,96.35,3.14,102.48,3.34,0,3634.39,11.37,0.78,3,2492,12,18,7
11159,349.40,488.42,796,22361.86,5.14,31258.71,5.30,0,0,178.63,7.67,129.38,1.48,91.97,4.47,94.68,4.60,0,3223.57,9.62,0.62,4,2492,13,18,6
11160,349.78,488.53,797,22386.23,4.40,31266.12,4.46,0,0,235.60,8.65,128.73,1.65,91.89,3.82,93.06,3.87,0,4055.46,14.26,0.69,4,2492,14,18,5
11161,349.62,488.66,798,22375.70,4.47,31274.46,4.44,0,0,210.38,7.71,128.66,1.49,93.51,3.88,92.95,3.86,0,2605.46,8.19,0.69,3,2492,15,18,4
11162,349.67,488.30,799,22378.81,3.74,31250.95,4.01,0,0,202.20,6.40,126.28,1.24,90.62,3.25,97.29,3.49,0,3033.66,10.83,0.75,3,2492,16,18,3
11163,349.72,488.45,801,22382.15,4.69,31260.93,4.48,0,0,216.44,7.19,128.24,1.60,108.57,4.10,103.60,3.91,0,4032.39,11.77,0.72,3,2492,17,18,2
11164,349.62,488.23,802,22375.63,4.99,31246.93,4.93,0,0,180.53,6.36,126.72,1.45,108.91,4.36,107.48,4.31,0,3857.04,9.43,0.70,3,2492,18,18,1
11165,216.60,229.06,778,13862.45,18.84,14659.67,12.38,0,0,56.92,5.29,132.71,1.44,156.27,16.63,102.79,10.91,0,1232.04,2.61,0.23,3,2493,1,1,1
11166,283.61,372.85,778,18151.13,22.24,23862.12,22.10,0,0,38.71,4.66,129.34,1.46,142.94,19.76,141.97,19.64,0,1825.38,2.39,0.14,3,2494,1,1,1
11167,205.24,464.83,779,13135.29,11.63,29749.00,9.39,0,0,88.01,5.68,129.66,1.52,138.92,10.24,112.14,8.27,0,2282.09,4.52,0.39,3,2495,1,2,2
11168,207.67,470.86,781,13290.89,8.77,30135.04,10.44,0,0,87.97,5.46,132.41,1.38,108.67,7.70,129.40,9.16,0,2341.54,3.84,0.41,3,2495,2,2,1
11169,279.09,343.36,779,17862.00,14.33,21974.94,9.38,0,0,81.80,6.56,133.08,1.54,137.37,12.53,89.97,8.21,0,1499.77,3.56,0.31,5,2496,1,1,1
11170,476.86,206.17,779,30518.79,18.42,13194.79,15.15,0,0,59.62,5.24,131.58,1.70,161.95,16.51,133.53,13.50,0,2531.66,2.40,0.23,3,2497,1,3,3
11171,478.51,207.05,780,30624.70,15.14,13251.28,16.19,0,0,56.85,7.07,136.12,1.42,93.38,13.17,99.83,14.08,0,1566.52,2.96,0.17,4,2497,2,3,2
11172,477.18,207.53,782,30539.53,16.52,13281.99,14.62,0,0,53.47,5.45,136.32,1.36,124.89,14.49,110.48,12.83,0,2198.45,2.44,0.21,3,2497,3,3,1
11173,233.14,73.12,780,14921.05,13.94,4679.74,10.39,0,0,78.85,5.98,132.95,1.56,141.56,12.25,105.62,9.14,0,3012.21,3.76,0.32,3,2498,1,6,6
11174,235.72,76.64,782,15085.79,16.48,4905.28,13.83,0,0,65.43,6.43,134.32,1.62,129.10,14.46,108.35,12.14,0,2996.61,3.67,0.22,3,2498,2,6,5
11175,232.13,82.66,783,14856.28,8.29,5290.47,7.05,0,0,119.43,5.61,125.13,1.51,136.15,7.30,115.83,6.21,0,1946.36,4.52,0.54,3,2498,3,6,4
11176,235.27,87.97,786,15057.26,13.19,5629.96,13.76,0,0,74.26,5.41,128.75,1.70,140.08,11.72,146.15,12.24,0,2647.70,3.25,0.31,3,2498,4,6,3
11177,237.53,86.00,787,15202.11,9.09,5504.04,7.81,0,0,102.90,5.60,129.55,1.42,128.72,7.98,110.62,6.86,0,2886.04,5.27,0.48,3,2498,5,6,2
11178,237.15,91.36,789,15177.73,14.01,5846.96,14.48,0,0,62.49,5.57,132.90,1.47,121.24,12.33,125.26,12.74,0,2243.80,3.44,0.25,4,2498,6,6,1
11179,31.53,111.67,781,2018.10,15.79,7146.58,10.45,0,0,73.07,6.05,135.09,1.54,146.85,13.87,97.20,9.18,0,1936.91,3.12,0.28,3,2499,1,2,2
11180,34.71,116.59,782,2221.15,8.86,7461.65,7.69,0,0,109.32,5.20,130.96,1.52,143.77,7.83,124.93,6.81,0,4052.36,5.91,0.52,3,2499,2,2,1
11181,328.55,316.02,781,21027.27,8.68,20225.39,9.02,0,0,112.90,6.55,132.43,1.64,115.22,7.62,119.77,7.92,0,1868.86,4.08,0.45,3,2500,1,3,3
11182,327.69,317.38,782,20971.90,8.10,20312.03,5.47,0,0,139.33,5.80,129.62,1.53,150.04,7.13,101.41,4.82,0,3960.93,7.59,0.61,4,2500,2,3,2
11183,322.43,320.56,783,20635.68,14.28,20516.00,15.49,0,0,63.95,6.59,132.37,1.54,106.62,12.50,115.67,13.55,0,1784.34,2.68,0.21,3,2500,3,3,1
11184,365.53,47.72,781,23393.60,11.47,3054.18,9.60,0,0,100.74,6.55,129.47,1.75,135.89,10.09,113.69,8.45,0,2248.39,3.93,0.38,4,2501,1,1,1
11185,497.58,68.12,781,31845.41,12.03,4359.41,13.15,0,0,68.95,4.85,126.58,1.46,132.22,10.66,144.47,11.67,0,1892.29,3.37,0.33,3,2502,1,1,1
11186,132.57,311.23,783,8484.47,13.64,19918.53,15.36,0,0,66.91,5.32,133.08,1.64,132.73,12.11,149.39,13.64,0,2041.20,2.77,0.27,3,2503,1,1,1
11187,236.10,357.27,783,15110.21,19.93,22865.24,17.83,0,0,41.39,4.78,135.29,1.29,133.16,17.55,119.14,15.71,0,1338.68,1.79,0.16,3,2504,1,1,1
11188,325.85,209.40,783,20854.10,18.90,13401.35,14.22,0,0,54.31,6.38,133.24,1.44,123.76,16.51,93.12,12.43,0,1484.30,2.90,0.17,3,2505,1,5,5
11189,328.95,207.96,785,21052.75,7.95,13309.48,10.06,0,0,102.64,6.27,130.82,1.49,100.14,6.96,126.66,8.80,0,3223.41,5.58,0.43,4,2505,2,5,4
11190,330.84,205.16,786,21173.76,14.47,13130.52,10.30,0,0,69.24,5.65,132.19,1.38,136.35,12.68,97.07,9.03,0,1546.89,2.71,0.30,4,2505,3,5,3
11191,334.47,201.01,788,21405.92,14.45,12864.49,13.44,0,0,60.32,5.92,132.10,1.36,113.20,12.63,105.31,11.75,0,598.52,2.08,0.23,3,2505,4,5,2
11192,337.88,204.41,789,21624.18,11.68,13081.95,9.08,0,0,92.49,5.51,131.88,1.60,151.40,10.34,117.91,8.04,0,2290.27,4.30,0.41,3,2505,5,5,1
11193,456.28,452.78,783,29201.62,9.35,28977.75,9.76,0,0,89.58,4.39,125.26,1.47,148.10,8.35,154.51,8.72,0,2132.34,4.26,0.48,3,2506,1,1,1
11194,42.11,132.10,784,2694.83,20.80,8454.62,15.64,0,0,47.41,6.08,132.52,1.38,124.76,18.18,93.83,13.67,0,671.48,1.83,0.15,3,2507,1,1,1
11195,92.41,190.51,784,5914.08,17.70,12192.78,14.95,0,0,54.16,4.91,133.20,1.49,150.99,15.70,127.64,13.26,0,1326.04,2.75,0.23,3,2508,1,2,2
11196,87.34,188.52,787,5589.75,9.84,12065.39,14.49,0,0,65.83,5.35,130.31,1.28,93.14,8.62,137.05,12.68,0,1541.09,3.07,0.30,4,2508,2,2,1
11197,258.63,179.77,784,16552.22,15.63,11505.47,21.74,0,0,41.03,4.47,128.63,1.25,110.86,13.80,153.41,19.42,0,1236.21,1.74,0.18,5,2509,1,1,1
11198,449.79,59.66,784,28786.42,8.26,3818.43,10.19,0,0,89.64,5.42,130.90,1.35,105.31,7.25,129.88,8.94,0,2076.09,3.77,0.43,3,2510,1,2,2
11199,453.52,58.67,785,29024.99,7.24,3754.94,6.18,0,0,135.83,6.10,128.49,1.48,124.08,6.35,105.90,5.42,0,2870.20,7.33,0.58,3,2510,2,2,1
11200,483.39,325.83,784,30937.15,9.57,20853.09,8.08,0,0,100.68,5.83,132.24,1.45,127.30,8.39,107.43,7.09,0,2828.02,5.26,0.45,3,2511,1,2,2
11201,481.61,330.97,785,30822.81,10.84,21182.38,8.57,0,0,92.00,5.90,129.87,1.45,130.05,9.50,102.76,7.51,0,1837.09,3.90,0.40,3,2511,2,2,1
11202,135.73,326.73,785,8686.96,12.96,20910.82,10.79,0,0,77.79,4.76,131.55,1.57,164.04,11.61,136.74,9.63,0,2149.50,3.38,0.37,3,2512,1,3,3
11203,132.17,330.48,786,8459.13,11.17,21150.46,12.36,0,0,73.76,6.68,135.95,1.39,94.75,9.73,104.81,10.77,0,1273.89,2.95,0.27,4,2512,2,3,2
11204,121.28,332.39,787,7762.03,13.17,21273.02,12.40,0,0,83.10,6.17,131.55,1.78,136.84,11.64,128.82,10.96,0,2269.66,3.78,0.31,3,2512,3,3,1
11205,226.99,390.97,785,14527.29,11.54,25021.88,14.42,0,0,60.97,4.57,129.35,1.32,118.82,10.21,148.28,12.75,0,2241.70,3.02,0.31,4,2513,1,1,1
11206,296.53,368.10,785,18977.87,9.44,23558.49,13.40,0,0,80.81,5.33,127.73,1.51,110.55,8.34,156.60,11.89,0,1797.70,3.78,0.37,4,2514,1,2,2
11207,301.29,374.89,787,19282.87,18.82,23993.12,15.45,0,0,52.98,4.71,130.99,1.54,163.61,16.92,134.82,13.77,0,2611.21,2.79,0.22,4,2514,2,2,1
11208,387.18,7.92,785,24779.56,15.01,506.64,13.52,0,0,74.84,7.54,136.58,1.73,114.61,13.12,103.26,11.82,0,2346.39,2.90,0.22,3,2515,1,3,3
11209,397.33,11.52,786,25429.42,11.72,737.47,7.94,0,0,105.02,6.12,128.79,1.68,154.94,10.35,105.00,7.00,0,2924.18,5.37,0.43,3,2515,2,3,2
11210,403.05,11.97,788,25795.25,26.79,765.78,20.29,0,0,42.60,6.24,131.40,1.64,140.81,23.57,106.68,17.85,0,686.86,1.87,0.11,5,2515,3,3,1
11211,492.53,60.38,785,31522.03,21.43,3864.23,17.13,0,0,48.64,5.24,136.62,1.57,153.74,19.01,123.00,15.19,0,2938.61,2.36,0.17,4,2516,1,3,3
11212,494.68,66.09,788,31659.54,13.66,4229.90,16.91,0,0,65.27,5.89,133.43,1.65,116.93,12.07,144.63,14.93,0,2563.20,2.69,0.24,3,2516,2,3,2
11213,492.10,63.12,789,31494.53,12.07,4039.67,12.13,0,0,71.49,4.94,129.25,1.46,134.97,10.68,135.63,10.73,0,1510.86,3.07,0.34,3,2516,3,3,1
11214,11.03,164.35,786,706.06,12.12,10518.42,11.52,0,0,90.61,8.44,138.40,1.71,99.92,10.55,94.99,10.03,0,1536.84,3.27,0.26,4,2517,1,4,4
11215,15.31,167.42,787,979.65,9.55,10715.01,12.65,0,0,94.10,6.43,134.38,1.71,107.80,8.41,142.64,11.13,0,2950.93,3.87,0.36,4,2517,2,4,3
11216,24.35,170.88,789,1558.56,7.13,10936.52,10.67,0,0,97.31,5.35,130.48,1.39,100.01,6.27,149.56,9.40,0,3070.59,5.84,0.47,4,2517,3,4,2
11217,25.37,166.28,790,1623.67,11.64,10641.63,10.64,0,0,79.71,5.84,132.53,1.45,122.26,10.21,111.79,9.33,0,2708.62,4.31,0.34,3,2517,4,4,1
11218,290.87,81.52,786,18615.70,14.49,5217.53,12.04,0,0,67.86,6.35,132.82,1.45,119.03,12.66,98.96,10.53,0,1090.54,2.96,0.25,3,2518,1,1,1
11219,357.39,321.87,786,22872.91,10.98,20599.52,9.14,0,0,94.53,6.48,132.87,1.54,123.12,9.61,102.58,8.01,0,2359.71,4.23,0.38,4,2519,1,1,1
11220,61.82,85.26,787,3956.59,11.49,5456.63,11.31,0,0,76.70,6.23,133.41,1.41,108.74,10.04,106.97,9.88,0,2197.18,3.23,0.30,3,2520,1,3,3
11221,55.49,78.57,789,3551.35,16.03,5028.25,14.74,0,0,53.40,5.01,128.52,1.36,131.74,14.12,121.20,12.99,0,-121.43,1.98,0.23,3,2520,2,3,2
11222,55.32,81.28,790,3540.42,11.43,5201.62,15.45,0,0,79.37,7.37,133.33,1.71,94.63,10.00,127.89,13.50,0,2444.45,3.65,0.25,3,2520,3,3,1
11223,217.28,229.66,787,13905.82,14.62,14698.33,20.15,0,0,51.77,6.05,136.37,1.44,96.17,12.80,132.54,17.64,0,1637.16,2.81,0.17,4,2521,1,5,5
11224,217.51,229.32,789,13920.58,17.45,14676.59,13.05,0,0,52.73,4.29,128.26,1.35,165.86,15.58,124.35,11.61,0,1553.20,2.78,0.26,3,2521,2,5,4
