 ,X_(px),Y_(px),Frame_Number,X_(nm),X_loc_error(nm),Y_(nm),Y_loc_error(nm),Z_(nm),Z_loc_error(nm),Amplitude_fit,Amp_error,BGfit,BGfit_error,SD_X_(nm),SD_X_error(nm),SD_Y_(nm),SD_Y_error(nm),False_positive,IntegratedInt,SNR,R2_fit,Iterations_fit,Track_ID,Particle_ID,Track_Length,Reverse_numbering
2403,274.39,17.08,168,17561.05,16.37,1093.25,14.30,0,0,61.88,6.64,132.76,1.53,117.24,14.31,102.43,12.50,0,1596.98,2.75,0.20,3,566,1,5,5
2404,269.78,20.34,169,17266.02,14.46,1301.90,16.08,0,0,57.03,4.53,130.62,1.49,141.18,12.89,156.64,14.42,0,1916.41,2.69,0.27,4,566,2,5,4
2405,268.34,18.29,170,17173.67,10.37,1170.72,8.90,0,0,99.18,5.91,131.83,1.58,134.02,9.12,115.08,7.84,0,3377.30,5.88,0.43,3,566,3,5,3
2406,263.00,22.32,171,16832.03,12.49,1428.76,12.56,0,0,69.69,4.58,127.64,1.49,147.38,11.14,148.15,11.19,0,1890.39,3.32,0.34,4,566,4,5,2
2407,260.16,23.48,173,16650.28,12.71,1502.64,9.82,0,0,89.56,5.57,127.65,1.69,157.67,11.32,122.12,8.71,0,2396.00,3.94,0.38,3,566,5,5,1
2408,172.51,159.31,169,11040.83,13.99,10195.87,15.19,0,0,62.73,4.88,129.14,1.56,139.24,12.45,151.06,13.52,0,2580.27,3.05,0.28,3,567,1,6,6
2409,172.78,159.99,170,11058.15,10.73,10239.04,12.89,0,0,78.41,5.41,130.77,1.54,120.15,9.48,144.30,11.40,0,2391.68,3.92,0.35,3,567,2,6,5
2410,172.60,159.32,172,11046.29,8.18,10196.26,9.30,0,0,109.71,6.01,130.38,1.58,115.18,7.20,130.86,8.17,0,3031.89,6.34,0.47,2,567,3,6,4
2411,172.79,160.22,173,11058.40,9.84,10254.09,9.66,0,0,88.42,5.31,129.30,1.43,126.28,8.66,123.98,8.50,0,1661.04,4.18,0.42,3,567,4,6,3
2412,172.93,159.32,174,11067.70,9.93,10196.52,14.03,0,0,84.00,6.29,134.49,1.63,102.17,8.73,144.27,12.33,0,2275.79,3.80,0.32,3,567,5,6,2
2413,172.52,160.14,176,11041.33,10.84,10248.65,11.46,0,0,80.89,5.71,134.95,1.49,118.28,9.53,125.06,10.07,0,2910.93,3.37,0.35,3,567,6,6,1
2414,106.08,235.37,170,6789.16,7.80,15063.68,13.39,0,0,80.41,5.01,128.53,1.35,96.61,6.88,165.44,11.86,0,1588.73,4.28,0.40,4,568,1,1,1
2415,176.45,351.76,170,11292.84,13.10,22512.73,11.64,0,0,70.45,5.88,133.26,1.42,120.81,11.47,107.36,10.20,0,586.36,3.16,0.29,3,569,1,1,1
2416,314.18,245.40,170,20107.49,5.83,15705.61,7.11,0,0,149.38,7.39,135.68,1.54,90.42,5.08,110.28,6.19,0,2465.41,5.63,0.55,3,570,1,31,31
2417,313.96,245.51,171,20093.20,5.41,15712.82,5.56,0,0,173.61,7.55,130.48,1.52,95.58,4.71,98.10,4.84,0,2752.34,10.11,0.61,4,570,2,31,30
2418,314.31,245.14,172,20115.87,5.75,15689.18,6.37,0,0,168.90,7.28,129.81,1.65,102.58,5.03,113.53,5.56,0,3007.14,6.94,0.61,3,570,3,31,29
2419,314.04,245.54,173,20098.55,5.92,15714.70,5.82,0,0,136.13,5.79,129.24,1.29,106.87,5.17,105.11,5.08,0,1549.23,6.31,0.62,3,570,4,31,28
2420,314.19,245.28,175,20108.46,6.09,15697.66,6.26,0,0,156.58,7.33,130.72,1.55,99.94,5.31,102.75,5.46,0,2679.54,5.83,0.57,3,570,5,31,27
2421,313.99,245.69,176,20095.05,5.24,15724.01,4.74,0,0,190.80,7.72,129.39,1.51,99.49,4.56,89.94,4.12,0,2259.50,8.45,0.65,4,570,6,31,26
2422,314.21,245.62,177,20109.58,5.78,15719.81,5.15,0,0,173.52,6.84,127.09,1.53,112.76,5.05,100.49,4.50,0,2996.55,8.78,0.65,3,570,7,31,25
2423,314.23,245.64,179,20110.77,5.95,15720.81,6.02,0,0,174.14,8.21,133.09,1.66,96.96,5.18,98.10,5.24,0,3642.80,9.05,0.57,3,570,8,31,24
2424,313.77,245.25,180,20081.08,6.81,15695.75,6.76,0,0,124.32,5.15,124.91,1.40,126.77,6.00,125.85,5.95,0,3148.71,7.99,0.60,2,570,9,31,23
2425,314.23,245.18,181,20110.76,5.65,15691.28,6.68,0,0,139.24,6.45,130.02,1.37,93.65,4.93,110.68,5.82,0,2653.59,7.37,0.58,3,570,10,31,22
2426,314.36,245.03,182,20118.93,4.52,15681.91,4.29,0,0,183.74,6.66,128.53,1.28,95.70,3.93,90.77,3.73,0,3248.21,10.94,0.70,3,570,11,31,21
2427,313.80,245.11,185,20082.99,7.28,15687.28,6.44,0,0,137.08,6.88,129.93,1.51,111.41,6.35,98.54,5.62,0,1973.86,6.48,0.54,4,570,12,31,20
2428,314.33,245.31,186,20116.88,4.76,15700.12,4.79,0,0,181.03,6.63,131.61,1.38,99.81,4.15,100.38,4.17,0,3591.20,9.12,0.69,3,570,13,31,19
2429,314.00,245.60,187,20095.94,5.33,15718.27,5.12,0,0,163.27,6.51,128.55,1.36,102.70,4.64,98.55,4.46,0,3260.25,9.58,0.65,3,570,14,31,18
2430,313.85,245.60,190,20086.60,4.65,15718.12,4.99,0,0,178.34,6.34,125.04,1.38,100.51,4.05,107.97,4.36,0,3418.75,9.58,0.70,3,570,15,31,17
2431,314.03,245.43,192,20097.76,4.63,15707.35,5.59,0,0,204.10,7.97,129.92,1.66,91.14,4.03,110.03,4.87,0,2793.68,10.05,0.66,4,570,16,31,16
2432,314.27,245.17,193,20113.59,4.93,15690.69,5.36,0,0,175.24,6.80,126.21,1.44,97.62,4.30,106.14,4.67,0,2118.86,6.96,0.66,3,570,17,31,15
2433,314.43,245.57,194,20123.61,6.09,15716.73,5.00,0,0,182.88,7.67,129.80,1.62,111.45,5.30,91.59,4.36,0,2613.64,9.22,0.63,3,570,18,31,14
2434,313.86,245.37,195,20086.99,6.90,15703.82,5.38,0,0,170.23,7.74,129.11,1.67,116.60,6.02,91.01,4.70,0,3571.20,8.18,0.59,4,570,19,31,13
2435,314.02,245.35,198,20097.43,4.52,15702.23,4.26,0,0,199.45,6.85,130.40,1.40,101.10,3.94,95.31,3.71,0,3757.36,9.61,0.72,4,570,20,31,12
2436,314.10,245.36,199,20102.23,4.54,15703.23,5.08,0,0,191.60,7.36,129.33,1.46,90.68,3.95,101.59,4.42,0,3050.66,9.15,0.67,4,570,21,31,11
2437,313.97,244.90,200,20094.07,5.51,15673.38,4.75,0,0,172.72,6.98,130.77,1.41,104.58,4.79,90.13,4.13,0,2975.64,8.44,0.65,4,570,22,31,10
2438,314.27,245.77,202,20112.97,4.93,15729.12,4.95,0,0,201.95,8.41,135.95,1.58,90.83,4.28,91.08,4.29,0,3261.23,10.30,0.64,4,570,23,31,9
2439,314.20,245.42,204,20108.65,7.33,15706.73,8.14,0,0,127.16,6.15,127.88,1.62,116.67,6.45,129.68,7.16,0,3049.73,6.05,0.53,2,570,24,31,8
2440,314.10,245.47,205,20102.09,5.56,15710.19,5.80,0,0,160.53,7.02,127.69,1.46,97.63,4.84,101.83,5.05,0,2063.00,7.39,0.61,4,570,25,31,7
2441,314.12,245.78,206,20103.99,4.79,15729.60,5.00,0,0,178.35,6.47,125.96,1.40,101.53,4.18,105.82,4.36,0,2816.71,8.12,0.69,3,570,26,31,6
2442,314.27,245.12,208,20113.32,5.91,15687.44,7.02,0,0,145.70,6.96,127.96,1.51,94.99,5.15,112.82,6.12,0,2418.20,7.06,0.56,3,570,27,31,5
2443,313.95,245.64,209,20092.52,5.61,15720.69,5.10,0,0,181.19,7.45,131.46,1.55,104.79,4.89,95.27,4.45,0,4789.80,11.63,0.64,4,570,28,31,4
2444,314.23,245.80,210,20110.93,4.99,15731.12,5.64,0,0,185.00,7.81,131.06,1.56,90.84,4.34,102.60,4.91,0,3246.66,9.52,0.63,4,570,29,31,3
2445,313.98,245.30,211,20094.62,5.71,15699.34,6.06,0,0,145.48,6.02,128.05,1.39,106.23,5.00,112.76,5.30,0,2688.79,6.88,0.62,3,570,30,31,2
2446,313.99,245.53,212,20095.59,6.77,15713.76,5.85,0,0,149.48,7.49,131.45,1.50,103.72,5.89,89.61,5.09,0,2017.11,5.24,0.55,3,570,31,31,1
2447,351.49,455.59,170,22495.09,9.32,29157.83,11.29,0,0,88.84,5.18,130.38,1.53,123.59,8.25,149.64,9.99,0,2908.88,4.24,0.42,3,571,1,2,2
2448,358.50,458.36,173,22944.21,18.31,29335.31,19.97,0,0,44.58,6.07,132.72,1.38,103.44,16.00,112.80,17.45,0,1003.79,1.76,0.13,3,571,2,2,1
2449,328.32,257.87,171,21012.23,20.08,16503.82,22.50,0,0,42.06,4.57,129.02,1.54,143.60,17.94,160.48,20.19,0,1212.62,1.78,0.16,4,572,1,2,2
2450,332.59,259.28,173,21285.92,6.52,16593.73,11.08,0,0,118.12,6.15,130.19,1.65,96.68,5.74,164.00,9.81,0,3393.12,6.15,0.49,4,572,2,2,1
2451,136.16,121.06,173,8714.43,9.15,7747.59,7.57,0,0,96.55,4.47,126.40,1.36,152.80,8.12,126.46,6.71,0,2453.88,4.89,0.53,4,573,1,13,13
2452,135.90,121.31,175,8697.29,4.96,7764.02,4.95,0,0,179.45,5.95,122.76,1.45,115.09,4.34,114.87,4.34,0,2975.61,9.14,0.72,3,573,2,13,12
2453,135.54,120.95,176,8674.43,5.12,7740.59,4.57,0,0,187.30,6.87,127.21,1.45,107.23,4.46,95.74,3.99,0,2761.48,7.52,0.69,3,573,3,13,11
2454,135.57,121.47,178,8676.24,5.16,7773.92,4.90,0,0,179.66,7.25,126.96,1.44,98.28,4.49,93.28,4.26,0,2882.00,9.32,0.65,3,573,4,13,10
2455,135.43,121.25,179,8667.73,5.59,7760.30,5.10,0,0,175.77,7.20,129.51,1.50,104.67,4.87,95.60,4.44,0,3184.38,7.98,0.64,4,573,5,13,9
2456,135.45,121.11,180,8668.93,6.32,7750.91,5.34,0,0,172.78,7.62,128.27,1.61,110.14,5.51,93.05,4.65,0,3082.86,7.77,0.60,4,573,6,13,8
2457,135.50,121.42,181,8672.29,4.28,7770.68,4.91,0,0,201.74,6.89,128.77,1.48,96.27,3.73,110.47,4.28,0,3122.59,9.15,0.72,3,573,7,13,7
2458,135.27,121.32,184,8657.58,4.72,7764.64,4.54,0,0,199.89,7.46,131.77,1.47,97.14,4.11,93.45,3.95,0,3525.64,9.16,0.68,3,573,8,13,6
2459,135.63,120.99,185,8680.50,4.79,7743.45,5.08,0,0,185.66,7.03,128.98,1.47,97.12,4.17,103.02,4.43,0,3659.43,10.57,0.67,3,573,9,13,5
2460,135.59,121.21,186,8677.61,4.04,7757.66,4.42,0,0,165.13,4.96,123.87,1.13,103.29,3.53,113.12,3.86,0,2009.34,8.08,0.76,3,573,10,13,4
2461,135.53,121.48,187,8673.74,4.92,7774.73,4.86,0,0,163.62,5.87,126.42,1.29,105.25,4.29,104.12,4.24,0,2775.07,8.67,0.69,3,573,11,13,3
2462,135.36,121.24,189,8663.30,5.02,7759.48,4.43,0,0,195.83,7.15,128.53,1.48,105.58,4.37,93.23,3.86,0,3756.23,10.09,0.69,3,573,12,13,2
2463,135.67,121.09,191,8682.75,5.13,7749.83,4.98,0,0,181.78,6.99,123.80,1.47,102.31,4.47,99.32,4.34,0,2017.57,9.50,0.67,3,573,13,13,1
2464,297.56,398.63,173,19043.85,11.28,25512.27,15.91,0,0,60.77,5.28,128.63,1.33,100.12,9.91,141.05,13.99,0,706.50,2.18,0.27,4,574,1,1,1
2465,89.40,380.46,174,5721.31,10.20,24349.48,8.16,0,0,102.05,5.93,130.53,1.53,135.24,8.96,108.28,7.18,0,2733.09,5.19,0.44,3,575,1,6,6
2466,90.20,383.27,175,5772.76,8.86,24529.18,6.47,0,0,117.48,5.16,126.45,1.49,155.57,7.84,113.83,5.72,0,2948.27,6.28,0.56,3,575,2,6,5
2467,92.66,378.42,176,5929.94,9.01,24218.83,10.24,0,0,101.37,5.11,126.47,1.67,138.41,8.03,157.14,9.13,0,3416.66,4.98,0.47,3,575,3,6,4
2468,91.71,382.09,177,5869.67,12.93,24453.61,13.06,0,0,64.22,4.44,130.76,1.42,144.76,11.51,146.15,11.64,0,2169.96,3.07,0.32,3,575,4,6,3
2469,88.79,376.97,178,5682.57,8.27,24126.01,12.78,0,0,94.15,6.46,129.19,1.58,92.74,7.25,143.27,11.21,0,2395.98,4.32,0.37,4,575,5,6,2
2470,94.87,369.12,179,6071.60,6.13,23623.89,7.78,0,0,127.14,6.58,132.24,1.41,90.97,5.35,115.42,6.78,0,1663.46,5.86,0.52,3,575,6,6,1
2471,98.27,250.50,174,6289.13,13.68,16031.96,12.79,0,0,68.58,4.54,127.28,1.57,160.50,12.27,150.19,11.45,0,2236.21,3.42,0.33,3,576,1,6,6
2472,92.90,252.53,175,5945.86,15.64,16162.09,21.07,0,0,49.81,6.08,131.27,1.47,98.62,13.71,132.76,18.47,0,1714.98,2.48,0.16,4,576,2,6,5
2473,95.04,251.14,176,6082.38,8.62,16073.13,9.88,0,0,101.77,5.17,130.87,1.59,131.49,7.66,150.48,8.78,0,3380.71,4.45,0.48,3,576,3,6,4
2474,96.31,252.64,177,6163.52,6.34,16169.27,6.47,0,0,164.46,7.00,127.70,1.72,114.57,5.56,116.92,5.67,0,3439.02,10.01,0.60,3,576,4,6,3
2475,99.14,243.12,178,6344.66,6.04,15559.77,6.22,0,0,154.72,6.49,128.26,1.54,110.67,5.28,114.12,5.45,0,3017.88,6.13,0.61,3,576,5,6,2
2476,106.71,238.17,181,6829.20,16.72,15242.65,16.21,0,0,61.17,4.78,132.03,1.75,165.89,15.17,161.29,14.61,0,2424.91,2.60,0.25,4,576,6,6,1
2477,35.66,107.50,175,2282.56,22.29,6879.82,21.93,0,0,42.25,5.71,135.23,1.55,127.11,19.64,125.00,19.32,0,1148.50,1.64,0.13,3,577,1,1,1
2478,130.85,505.03,175,8374.54,10.94,32322.20,9.36,0,0,87.90,4.76,126.11,1.51,156.39,9.75,133.99,8.33,0,0.00,0.00,0.44,3,578,1,1,1
2479,167.03,24.27,175,10690.11,17.54,1553.44,13.17,0,0,61.18,5.47,137.67,1.55,151.42,15.51,113.82,11.64,0,1201.05,2.58,0.24,4,579,1,1,1
2480,359.90,351.11,175,23033.78,11.84,22470.81,11.29,0,0,69.21,4.27,129.03,1.36,148.47,10.55,141.70,10.05,0,2194.91,3.26,0.38,4,580,1,2,2
2481,352.87,358.66,176,22583.96,10.53,22954.51,9.72,0,0,84.16,6.46,134.65,1.36,105.39,9.18,97.25,8.47,0,2226.09,4.37,0.34,4,580,2,2,1
2482,493.25,229.29,175,31568.28,15.75,14674.42,18.52,0,0,49.22,5.36,132.43,1.38,111.39,13.84,130.97,16.27,0,1249.46,2.40,0.18,3,581,1,1,1
2483,101.16,240.68,177,6474.23,13.97,15403.83,12.15,0,0,64.11,4.70,129.68,1.41,147.27,12.38,128.14,10.77,0,1698.52,3.30,0.31,4,582,1,1,1
2484,225.47,483.41,177,14429.77,6.50,30937.96,6.39,0,0,126.15,6.43,131.63,1.30,98.01,5.66,96.23,5.56,0,2146.29,4.53,0.54,3,583,1,16,16
2485,225.77,483.69,178,14449.55,7.22,30956.28,6.71,0,0,137.28,7.03,132.09,1.54,108.38,6.30,100.79,5.86,0,2850.91,7.14,0.53,4,583,2,16,15
2486,225.35,483.17,179,14422.27,6.22,30922.99,6.02,0,0,168.00,7.60,130.87,1.65,105.74,5.43,102.30,5.25,0,3394.71,7.16,0.59,3,583,3,16,14
2487,225.29,483.38,180,14418.84,6.63,30936.38,5.76,0,0,141.31,6.78,131.37,1.39,106.01,5.77,92.11,5.01,0,2445.55,7.06,0.57,4,583,4,16,13
2488,225.47,483.68,181,14430.07,6.82,30955.47,6.68,0,0,128.09,5.65,130.74,1.42,119.17,5.99,116.65,5.86,0,2789.11,5.62,0.58,3,583,5,16,12
2489,225.66,483.62,182,14442.53,6.29,30951.89,5.30,0,0,154.97,6.80,131.83,1.43,110.07,5.48,92.73,4.62,0,2788.00,7.12,0.61,4,583,6,16,11
2490,225.46,483.36,183,14429.57,6.96,30935.15,6.49,0,0,132.87,6.18,128.95,1.45,115.11,6.09,107.28,5.68,0,2659.89,6.84,0.57,3,583,7,16,10
2491,225.74,483.60,185,14447.21,8.01,30950.19,6.13,0,0,124.09,5.44,130.05,1.44,140.92,7.05,107.87,5.40,0,2986.12,5.93,0.58,3,583,8,16,9
2492,225.37,483.53,186,14423.99,7.66,30945.60,8.39,0,0,110.22,6.10,129.71,1.44,106.46,6.70,116.60,7.34,0,2141.50,5.16,0.48,3,583,9,16,8
2493,225.38,483.23,187,14424.18,9.21,30926.74,8.03,0,0,101.99,5.43,128.81,1.45,133.44,8.10,116.31,7.07,0,3078.05,5.05,0.48,2,583,10,16,7
2494,225.32,483.67,188,14420.71,7.41,30954.59,7.29,0,0,107.23,5.46,131.49,1.28,111.94,6.49,110.09,6.38,0,2432.25,4.57,0.52,3,583,11,16,6
2495,225.85,483.30,190,14454.64,9.62,30930.93,9.20,0,0,113.56,7.03,132.10,1.75,119.69,8.44,114.46,8.07,0,2654.46,5.12,0.42,3,583,12,16,5
2496,225.60,483.51,191,14438.59,6.94,30944.86,6.80,0,0,122.11,5.84,127.79,1.36,111.66,6.07,109.40,5.95,0,2026.61,5.63,0.55,3,583,13,16,4
2497,225.34,483.44,192,14421.68,7.22,30940.36,7.04,0,0,120.64,6.49,133.48,1.38,102.98,6.29,100.39,6.13,0,2829.96,6.05,0.50,3,583,14,16,3
2498,225.45,483.47,193,14428.66,6.03,30941.89,5.95,0,0,154.87,7.53,133.21,1.47,95.20,5.24,93.99,5.17,0,2886.29,7.06,0.56,4,583,15,16,2
2499,225.10,483.48,195,14406.64,5.95,30942.91,7.05,0,0,141.82,6.81,128.57,1.48,95.22,5.19,112.79,6.15,0,3016.43,8.78,0.56,4,583,16,16,1
2500,262.85,74.95,177,16822.18,11.94,4796.63,11.20,0,0,81.06,5.03,126.10,1.60,149.04,10.63,139.83,9.97,0,2718.88,4.30,0.38,3,584,1,2,2
2501,266.24,74.86,178,17039.30,15.22,4790.87,19.90,0,0,53.09,6.07,133.42,1.51,102.51,13.36,134.00,17.46,0,1896.27,2.73,0.17,4,584,2,2,1
2502,168.99,348.67,178,10815.59,21.83,22314.95,27.91,0,0,35.93,4.77,130.94,1.50,127.42,19.41,162.24,25.02,0,945.09,1.26,0.12,4,585,1,2,2
2503,163.99,345.78,179,10495.31,18.72,22130.07,18.87,0,0,52.81,5.79,131.42,1.66,131.88,16.55,132.88,16.67,0,2802.11,2.73,0.17,2,585,2,2,1
2504,186.01,232.82,178,11904.69,13.88,14900.27,18.70,0,0,52.19,5.34,128.80,1.38,104.54,12.20,140.80,16.43,0,1677.50,2.19,0.20,3,586,1,1,1
2505,246.53,15.52,178,15777.82,9.39,993.40,11.02,0,0,88.73,5.36,128.48,1.51,120.05,8.29,140.77,9.72,0,2617.84,3.90,0.41,3,587,1,2,2
2506,245.45,21.36,179,15708.63,13.35,1367.16,14.30,0,0,71.36,5.22,128.45,1.69,141.33,11.89,151.34,12.74,0,2522.77,3.53,0.30,3,587,2,2,1
2507,369.68,73.75,178,23659.67,13.00,4720.21,11.26,0,0,68.68,4.48,128.41,1.41,154.12,11.57,133.53,10.01,0,2247.12,3.23,0.35,3,588,1,1,1
2508,429.36,116.31,178,27479.04,6.69,7443.54,6.31,0,0,126.93,5.02,126.08,1.37,130.47,5.90,123.07,5.56,0,2646.11,6.88,0.62,2,589,1,2,2
2509,433.34,108.56,180,27733.58,9.06,6947.61,8.23,0,0,88.83,4.11,125.75,1.31,151.73,8.06,138.00,7.33,0,3065.25,5.19,0.52,3,589,2,2,1
2510,463.80,95.34,178,29683.38,10.17,6101.91,7.73,0,0,106.09,6.27,129.99,1.54,132.49,8.91,100.72,6.78,0,1556.96,3.59,0.44,3,590,1,2,2
2511,474.08,88.90,179,30341.21,13.42,5689.86,13.74,0,0,71.41,5.93,132.70,1.61,124.62,11.82,127.63,12.10,0,3059.59,3.70,0.27,3,590,2,2,1
2512,87.11,255.58,179,5575.35,16.85,16357.39,23.58,0,0,41.31,4.92,127.88,1.37,109.22,14.87,152.73,20.82,0,973.23,2.58,0.15,4,591,1,1,1
2513,180.63,30.55,179,11560.40,13.72,1955.03,11.57,0,0,75.97,6.06,135.62,1.58,132.47,12.06,111.73,10.18,0,2108.68,3.94,0.30,3,592,1,1,1
2514,247.78,389.71,179,15857.67,17.28,24941.70,16.68,0,0,55.39,5.42,134.38,1.58,136.40,15.28,131.67,14.75,0,1979.00,2.67,0.21,3,593,1,2,2
2515,249.45,400.99,181,15964.64,7.80,25663.56,12.75,0,0,95.84,6.38,132.98,1.56,90.23,6.84,147.26,11.19,0,2223.80,5.10,0.39,3,593,2,2,1
2516,308.11,36.91,179,19718.84,21.01,2362.15,22.66,0,0,40.68,4.49,134.00,1.51,147.96,18.77,157.99,20.68,0,2387.84,1.97,0.19,5,594,1,6,6
2517,307.45,24.74,181,19676.76,9.43,1583.51,9.66,0,0,85.77,4.60,127.05,1.38,135.87,8.36,139.07,8.56,0,2505.21,4.52,0.46,3,594,2,6,5
2518,315.99,20.84,183,20223.48,9.74,1333.75,10.71,0,0,90.62,6.07,130.78,1.52,112.04,8.55,123.12,9.39,0,1696.27,4.17,0.38,3,594,3,6,4
2519,316.71,20.14,184,20269.27,10.57,1289.27,9.17,0,0,91.53,5.00,128.91,1.52,149.66,9.38,129.91,8.14,0,2761.12,3.84,0.45,3,594,4,6,3
2520,315.66,17.64,185,20202.41,8.68,1129.24,6.54,0,0,126.79,6.26,131.67,1.56,135.39,7.61,101.98,5.74,0,4003.66,7.55,0.53,4,594,5,6,2
2521,316.04,10.32,187,20226.40,17.44,660.16,14.24,0,0,60.10,5.52,130.88,1.58,146.41,15.42,119.63,12.59,0,1127.30,2.58,0.23,3,594,6,6,1
2522,502.09,241.23,179,32133.55,4.91,15438.94,4.68,0,0,196.40,7.52,133.48,1.50,98.47,4.27,93.97,4.08,0,3144.59,8.04,0.67,4,595,1,1,1
2523,75.44,424.86,180,4827.99,17.47,27191.15,15.06,0,0,56.35,4.72,127.98,1.57,161.41,15.62,139.33,13.45,0,1637.39,2.54,0.24,3,596,1,3,3
2524,74.49,424.65,181,4767.49,8.97,27177.89,6.61,0,0,105.63,5.67,131.53,1.32,128.45,7.84,94.60,5.78,0,2693.46,5.38,0.50,3,596,2,3,2
2525,72.94,425.59,182,4668.27,17.71,27237.52,13.33,0,0,55.30,5.10,131.32,1.41,147.93,15.64,111.41,11.76,0,1935.89,2.76,0.23,4,596,3,3,1
2526,135.78,501.14,180,8689.91,7.36,32073.07,6.39,0,0,126.33,6.64,130.40,1.39,107.54,6.41,93.43,5.57,0,2344.45,7.23,0.52,3,597,1,3,3
2527,141.30,501.49,183,9043.17,10.22,32095.16,7.33,0,0,120.50,7.05,132.39,1.70,134.43,8.96,96.47,6.42,0,2123.18,5.01,0.45,4,597,2,3,2
2528,143.58,490.48,184,9189.09,23.35,31390.43,23.03,0,0,53.22,8.21,142.82,2.02,116.47,20.47,114.90,20.19,0,745.02,1.60,0.10,3,597,3,3,1
2529,168.64,220.33,180,10793.08,8.02,14101.09,12.20,0,0,91.51,6.14,133.16,1.47,91.94,7.03,139.75,10.68,0,2216.14,4.05,0.38,3,598,1,6,6
2530,168.32,218.65,182,10772.79,11.55,13993.38,13.96,0,0,78.26,5.51,130.32,1.68,126.94,10.25,153.29,12.39,0,3429.36,3.87,0.33,3,598,2,6,5
2531,167.62,214.97,183,10727.79,6.61,13758.03,6.01,0,0,130.93,6.11,131.59,1.33,108.80,5.76,98.91,5.24,0,2326.12,5.57,0.57,4,598,3,6,4
2532,175.16,221.31,186,11210.56,7.58,14163.83,6.82,0,0,140.67,6.30,126.09,1.67,130.34,6.67,117.29,6.00,0,2911.66,7.83,0.57,3,598,4,6,3
2533,177.32,218.01,187,11348.27,9.35,13952.78,10.91,0,0,83.67,4.81,129.11,1.42,125.65,8.28,146.41,9.66,0,2497.50,3.70,0.43,3,598,5,6,2
2534,169.87,212.50,189,10871.74,14.57,13600.10,12.89,0,0,67.19,7.25,136.56,1.47,103.71,12.68,91.77,11.22,0,2502.70,3.44,0.21,4,598,6,6,1
2535,172.74,159.10,180,11055.54,9.12,10182.38,14.18,0,0,76.84,5.22,133.83,1.45,103.58,8.05,160.67,12.58,0,2087.36,3.36,0.36,3,599,1,18,18
2536,172.84,159.31,182,11062.01,11.67,10195.97,11.90,0,0,82.46,6.14,133.18,1.60,120.87,10.26,123.26,10.47,0,2353.09,4.33,0.32,3,599,2,18,17
2537,172.49,159.79,183,11039.44,12.41,10226.27,8.93,0,0,85.72,6.44,136.99,1.46,127.00,10.84,91.40,7.80,0,2822.95,4.24,0.34,4,599,3,18,16
2538,172.31,159.56,184,11027.55,13.77,10212.07,12.81,0,0,69.54,5.70,129.95,1.53,129.42,12.12,120.39,11.28,0,1445.09,2.94,0.28,3,599,4,18,15
2539,172.74,159.78,185,11055.47,9.04,10226.15,8.61,0,0,107.11,6.67,132.81,1.53,111.55,7.90,106.24,7.52,0,1003.52,4.18,0.42,3,599,5,18,14
2540,172.53,159.25,186,11041.77,11.62,10191.72,11.14,0,0,85.34,6.98,133.09,1.57,109.32,10.15,104.80,9.73,0,1836.23,3.82,0.30,3,599,6,18,13
2541,172.96,159.89,187,11069.39,13.86,10232.97,15.02,0,0,60.23,4.97,131.02,1.46,129.69,12.27,140.50,13.30,0,1169.57,2.86,0.27,3,599,7,18,12
2542,172.32,159.58,188,11028.35,11.38,10213.37,9.13,0,0,89.30,6.10,136.47,1.49,128.24,9.97,102.96,8.01,0,3148.48,4.48,0.37,3,599,8,18,11
2543,172.60,159.26,189,11046.28,11.31,10192.51,11.31,0,0,80.66,5.09,129.34,1.54,138.49,10.03,138.48,10.03,0,2391.05,3.77,0.38,3,599,9,18,10
2544,171.65,159.44,190,10985.90,12.80,10203.89,12.86,0,0,71.64,4.60,130.27,1.58,154.71,11.46,155.12,11.58,0,2921.61,3.47,0.35,4,599,10,18,9
2545,172.80,159.13,191,11059.00,15.94,10184.34,14.03,0,0,68.47,5.54,129.60,1.74,152.37,14.21,134.29,12.47,0,2612.27,3.34,0.26,3,599,11,18,8
2546,172.43,159.68,194,11035.40,7.29,10219.82,9.86,0,0,95.59,5.93,132.09,1.31,90.34,6.37,122.17,8.61,0,1479.14,4.72,0.43,3,599,12,18,7
2547,172.97,159.51,195,11070.25,8.34,10208.38,8.79,0,0,90.64,4.89,131.84,1.28,119.04,7.33,125.46,7.72,0,2546.70,4.49,0.48,3,599,13,18,6
2548,172.48,159.13,196,11038.55,11.04,10184.48,11.06,0,0,90.06,6.96,135.84,1.61,109.83,9.66,109.96,9.67,0,3376.25,4.95,0.32,3,599,14,18,5
2549,177.72,154.62,197,11373.85,16.58,9895.55,20.41,0,0,50.33,5.59,136.80,1.54,115.12,14.62,141.65,17.99,0,2577.95,2.24,0.17,4,599,15,18,4
2550,176.78,158.26,198,11314.12,6.64,10128.33,7.71,0,0,114.51,5.12,128.57,1.35,114.58,5.85,133.04,6.79,0,1892.25,4.91,0.57,3,599,16,18,3
2551,176.32,163.54,199,11284.50,8.28,10466.40,9.52,0,0,108.88,7.56,136.26,1.54,91.57,7.21,105.25,8.29,0,2332.88,4.50,0.39,5,599,17,18,2
2552,183.95,161.42,200,11773.08,7.26,10330.71,9.68,0,0,104.32,5.42,131.31,1.44,107.69,6.39,143.56,8.52,0,2087.95,4.42,0.49,3,599,18,18,1
